ㄷㄱㅎㅈㄷㅀ > 강서유서 | 안녕하세요~^^
  청기사   > 눈팅하러옴 | 건국 안할 예정 ㅇㅇ... 멀티놈 천통 이후 정 다 떨어짐 ㅋㅋ..
눈팅하러옴 >   청기사   | 누가 멀티천통함?
  청기사   > 눈팅하러옴 | 파도
눈팅하러옴 >   청기사   | 망겜이네 쿠마도 천통하는 망겜
  청기사   > 눈팅하러옴 | 쿠마 - 파도 천통하더니 사람 걍 다 빠짐ㅋㅋ
잠둥이션 > 카이사르 | 카이사르를 내 마음 속으로 발령 좀
   카토    > 바닥을탁치고 | 메구리부대 빠졌으니 그 턴 대신 제 금포상 부탁해용
카이사르 > 잠둥이션 | -_-a
잠둥이션 > 카이사르 | 사랑해요.
   무광    >   이쓰미   | 쥬비아님을 건업으로 발령해주세요. 더문님은 이미 제가버냄
   무광    > 잠둥이션 | 초한번 때려보세용.. 패는 나중에 먹어도되니깡
잠둥이션 >    무광    | 어찌 군주께서는 저를 서열 8위에서 일반장수로 파직하였나이까.
   무광    > 잠둥이션 | 턴 입력 가능하시옵니까 지금? 너굴경 부탁이있소
   카토    >  Navy마초  | 마초님 턴전에 보시면 메구리부대 합비 보내주세요
   카토    >  Navy마초  | 다이스 제갈여포님도 금 7천씩 넣어주세요
   카토    >      橙      | 발령가니 출병 건업으로 가주세여
   무광    > 잠둥이션 | 수뇌 드릴테니 감정님 서주로 보내주세요
   무광    > 잠둥이션 | 으앙 나가셨엉..
   무광    >     Anes     | 감정님을 서주로 보내주세요!
   무광    > 아르카나하트 | 여남이나 허창 출병해주세요!
   니쉬    >     Anes     | 무광님 말고 김우민 부대 건업으로 보내세요
   무광    >   이쓰미   | 이번턴 전에 혹시 오시면 비밀님 초 발령좀해주세요
   무광    >    내나    | 페하 고자부대로 부대 갈아타시옵소서
   무광    >    내나    | 그리고 허창돌격
   무광    >    비밀    | 식품영약학부대타셔야 허창출병됩니다
   무광    >   이쓰미   | 비밀님 접속하셔서 부대 옮겨탔어용 kulee를 정도로 보내주세염
   무광    >    진리    | kulee정도로 보내주세요!
   무광    >   魯堂首   | kulee 를 정도로보내주세요
   무광    > 직장인페이트 | 저까지만 먹고 완부대나 초부대 타시고 여남 수춘 합비 정리해주세영!
   무광    > 북두칠성 | 이제 완에서 출병하셔도 되옵니다 적의 공세가 약해졌슴다
   니쉬    >     Anes     | anes님 저 건업 발령좀 해주세요.
   무광    >   魯堂首   | 강서유서님 부대타서 발령 괜찮으니, kulee를 복양으로 보내주세요
   무광    > 카이사르 | 오시면 갠메주세여 7월이후에 다시 수뇌자리드릴게유
카이사르 >    무광    | 네 있습니다.. 근데 저 왜로가요?
   무광    > 카이사르 | 음 네 고창은 급하지 않으니깐요
   무광    > 카이사르 | 아니다 그냥 왜버리고 복양 kulee부대타시고 위에 계교 때려주세여
   무광    > 카이사르 | 왜 민심이 낮아서 어차피 버려야할거같아여
   무광    >    진리    | 그냥 카이사르님 발령 빼주세여 왜는 민심이 낮아서 어차피 얼마 못 갈거 같아요.
카이사르 >    무광    | 업이 성벽은 더 낮을텐데 걍 계교로갈까요?
   무광    > 카이사르 | 아 감정님이 2턴뒤네요 바로 업치시는줄 그럼 바로 업 가주세영
   무광    >   魯堂首   | 7월에 남피 발령 안먹히니깐 악마사냥꾼 진류로 발령해주세염
   니쉬    > 잠둥이션 | anes님 금포 좀 부탁드려요
   무광    > 카이사르 | 디바님을 업으로 보내주세요
   무광    >   魯堂首   | 오부대타시고 탐라한번 때려주세영
  魯堂首   >    무광    | 한방에 전멸이라...ㅠ
   무광    >   魯堂首   | 헉 ㅋㅋ
   니쉬    >    진리    | 1턴 쿠요님 오로 발령 부탁드려요
   니쉬    >   魯堂首   | 식품영양학 북평 발령해주세요
   니쉬    >   魯堂首   | 아 역경으로 해주세유
   카토    >   엄백호   | 엄백호님 1턴 저 쌀 1만 포상 2턴부터 니콜 금1만 몰수 청기사 금1만 쌀2만 몰수 부탁해용
카이사르 > 잠둥이션 | 잠둥이션님.. 쿠요님 정도로 발령주세요. 수비시키게요
카이사르 > 잠둥이션 | 초에 있는 노당수님 정도로 빼주세요.. (쿠요님 말고)
   무광    > 직장인페이트 | 악마사냥꾼부대타고 탈출하세요
카이사르 >   魯堂首   | 직장인페이트님 완으로 빼주세요.. 그리고 노당수님 타고있는 부대 완으로 가니 탈출해주세요.
   무광    > 잠둥이션 | kulee부대 리필됬어요 내리세요 ㅋㅋ
카이사르 >   魯堂首   | 아녀 이미 늦었어요..직장인페이트님은 부대타고 완으로 갈겁니다. 다른사령턴 실행해주시면 됩니다.
잠둥이션 >    무광    | 리필이요??
   무광    > 잠둥이션 | 집합 끊겼었거든요. 다시 채워져서 복양에서 소환중..
잠둥이션 >    무광    | ㅇㅎㅇㅎ 재징한다음에 안평으루 갈께용 ㅎㅁㅎ
카이사르 > 잠둥이션 | 전기전자(고자부대) 보내세요~
   니쉬    > 직장인페이트 | 페이트님 북평 출병 넣어주시면 감사하겠습니다.
   니쉬    > 잠둥이션 | 국메 봐주세욯
   니쉬    > 직장인페이트 | 이번턴에 진류로 발령 되실껍니다.
    Anes     >    무광    | 무광님 페이트님 출병지보니 진류보단 완으로 발령을
    Anes     >      DVa      | 여남하고 초는 페이트님이 치니까 다른곳 출병넣어쥬세요
    Anes     >      DVa      | 아니다 잘못봤네요 죄송합니다.
   니쉬    > 카이사르 | 요양하세요
카이사르 >    니쉬    | 요양완료
   니쉬    > 카이사르 | 승상의 건강 소중히 지키세유.
   니쉬    >    감정    | 계림에 첩보 넣어드리니 상황보시고 출병지 정하세요
   니쉬    >    감정    | 계림 수비없음 거기 치시고 있으면 왜 ㄱ
카이사르 >    니쉬    | ㅎㅎㅎ ㅡㅡ;;;
   니쉬    > 직장인페이트 | 대로 출병 바로 해주세요
   니쉬    >    장임    | 계신가유~~~
    Anes     >    감정    | 완 발령넣어둘테니 여남출점 부탁드려요
